,pred,rel,labels,source,target
189,0,1,1,"As you come back from Brouage towards St Jean-d'Angely Ã¢ÂÂ on the D18 via the canalside village of Pont-l'Abbe-d'Arnoult , with a lovely Romanesque church faade Ã¢ÂÂ a sign at the junction of the D122 points you to the chateau whose improbably perfect lake and gardens stare at you from posters throughout the region : La Roche Courbon .",point
190,0,1,1,"As you come back from Brouage towards St Jean-d'Angely Ã¢ÂÂ on the D18 via the canalside village of Pont-l'Abbe-d'Arnoult , with a lovely Romanesque church faade Ã¢ÂÂ a sign at the junction of the D122 points you to the chateau whose improbably perfect lake and gardens stare at you from posters throughout the region : La Roche Courbon .",stare
191,0,0,0,"Its most surprising room , covered from ceiling to floor in 17th-century paintings , should be a salon or library ; instead , a dotty stone bathtub was set into one wall at a later date by a lady called Charlotte .",cover
192,0,0,0,"Its most surprising room , covered from ceiling to floor in 17th-century paintings , should be a salon or library ; instead , a dotty stone bathtub was set into one wall at a later date by a lady called Charlotte .",set
193,0,0,0,"Its most surprising room , covered from ceiling to floor in 17th-century paintings , should be a salon or library ; instead , a dotty stone bathtub was set into one wall at a later date by a lady called Charlotte .",call
194,0,0,0,"She never used it , having got some of the plumbing details wrong .",use
195,1,1,1,"She never used it , having got some of the plumbing details wrong .",get
196,0,1,1,"Wriggling across country on the D216 to Port-d'Envaux , you come to two more chateaux : 18th-century Panloy , flaking romantically away on its hillock overlooking a bend in the Charente and , almost next door , the much older , moated Crazannes , half-smothered in amazing flamboyant Gothic carving .",wriggling
197,0,0,0,"Wriggling across country on the D216 to Port-d'Envaux , you come to two more chateaux : 18th-century Panloy , flaking romantically away on its hillock overlooking a bend in the Charente and , almost next door , the much older , moated Crazannes , half-smothered in amazing flamboyant Gothic carving .",come
198,0,0,0,"Wriggling across country on the D216 to Port-d'Envaux , you come to two more chateaux : 18th-century Panloy , flaking romantically away on its hillock overlooking a bend in the Charente and , almost next door , the much older , moated Crazannes , half-smothered in amazing flamboyant Gothic carving .",flake
199,0,0,0,"Wriggling across country on the D216 to Port-d'Envaux , you come to two more chateaux : 18th-century Panloy , flaking romantically away on its hillock overlooking a bend in the Charente and , almost next door , the much older , moated Crazannes , half-smothered in amazing flamboyant Gothic carving .",overlook
200,0,1,1,"Wriggling across country on the D216 to Port-d'Envaux , you come to two more chateaux : 18th-century Panloy , flaking romantically away on its hillock overlooking a bend in the Charente and , almost next door , the much older , moated Crazannes , half-smothered in amazing flamboyant Gothic carving .",half
201,0,0,0,"Wriggling across country on the D216 to Port-d'Envaux , you come to two more chateaux : 18th-century Panloy , flaking romantically away on its hillock overlooking a bend in the Charente and , almost next door , the much older , moated Crazannes , half-smothered in amazing flamboyant Gothic carving .",carve
202,0,0,0,Crossing the autoroute and turning north on the D127 brings you to St Jean-d'Angely by way of the isolated church of Fenioux .,crossing
203,0,0,0,Crossing the autoroute and turning north on the D127 brings you to St Jean-d'Angely by way of the isolated church of Fenioux .,turn
204,1,1,1,Crossing the autoroute and turning north on the D127 brings you to St Jean-d'Angely by way of the isolated church of Fenioux .,bring
205,0,0,0,Crossing the autoroute and turning north on the D127 brings you to St Jean-d'Angely by way of the isolated church of Fenioux .,isolate
206,1,1,1,"Its conically-roofed tower , hugged about by a brood of smaller roofs shaped like candle snuffers , is visible for miles .",hug
207,0,0,0,"Its conically-roofed tower , hugged about by a brood of smaller roofs shaped like candle snuffers , is visible for miles .",shape
208,1,0,0,"St Jean-d'Angely is a charming little town : there are good shops as well as half-timbered houses along its narrow old streets , one spanned by an ancient bell-tower .",span
209,0,0,0,"There 's also a Renaissance fountain , and an extremely odd conglomeration of church buildings comprising one ancient ruin , one proper church , and the skeleton faade and nave of a rather pompous and unfinished 18th-century abbey .",comprise
210,0,0,0,"There 's also a Renaissance fountain , and an extremely odd conglomeration of church buildings comprising one ancient ruin , one proper church , and the skeleton faade and nave of a rather pompous and unfinished 18th-century abbey .",ruin
211,1,1,1,"It makes a conveniently central hub : the Marais Poitevin village of Coulon is 27 miles to the north by the D120 , which inexplicably changes its number at the top of a hill to D115 .",make
212,1,1,1,"It makes a conveniently central hub : the Marais Poitevin village of Coulon is 27 miles to the north by the D120 , which inexplicably changes its number at the top of a hill to D115 .",change
213,0,0,0,"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",remain
214,0,0,0,"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",include
215,0,0,0,"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",scatter
216,0,0,0,"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",picnic
217,0,0,0,"The villagers ' main hobby seems to be fishing with peculiar , saucer-shaped nets suspended from precariously-perched bankside huts .",seem
218,0,0,0,"The villagers ' main hobby seems to be fishing with peculiar , saucer-shaped nets suspended from precariously-perched bankside huts .",suspend
219,1,1,1,One fisherman waxed lyrical about the variety of fish in the river .,wax
220,0,0,0,"Ã¢ÂÂ Even salmon , he assured me , Ã¢ÂÂ but of course those are protected and must be thrown back .",assure
221,0,0,0,"Ã¢ÂÂ Even salmon , he assured me , Ã¢ÂÂ but of course those are protected and must be thrown back .",throw
222,0,0,0,"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",round
